tAI_full	flag_Kon	protein_synthesis_rate	real_protein_synthesis_per_mrna	AvgExp_Steinmetz	AvgmRNA_percell_Holstege	Gene	AVGEXP_YPD	DM_YPD	tAI_full	AvgExp_Steinmetz	DM_Steinmetz	Kon	real_protein_synthesis_per_mrna	
I1TLE	Low	NA	NA	Int2.mRNA	NA	TPS2	699	9.966	0.404565666250494	1.175	0.218	0.879	NA	
I1TLE	High	IntProtSyn	I2ProtSyn.mRNA	Low.mRNA	NA	TPS3	615.5	1.954	0.388573293376704	0.59	-0.224	534.431	0.037	
I2TLE	NA	NA	NA	NA	NA	TRL1	181.5	0.078	0.378708323850561	NA	NA	NA	NA	
I2TLE	Intermediate2	NA	NA	Int1.mRNA	Int1.mRNA	TRM1	169	0.29	0.369635091521335	4.281	-0.113	4.157	NA	
I2TLE	Low	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	NA	TRM10	80	0.42	0.358196278706904	1.195	-0.068	1.082	0.006	
I2TLE	Low	NA	NA	Int1.mRNA	NA	TRM11	163.5	1.239	0.376747991369871	2.509	-0.02	0.896	NA	
I2TLE	Low	NA	NA	Int1.mRNA	NA	TRM112	587.5	-1.136	0.377427574142072	4.007	-0.113	1.093	NA	
LowTLE	Intermediate1	NA	NA	Low.mRNA	NA	TRM12	60	-1.387	0.31709380493651	0.841	-0.096	10.928	NA	
I2TLE	Low	NA	NA	Int2.mRNA	NA	TRM44	173	0.277	0.371735009196171	1.599	-0.014	0.02	NA	
I2TLE	Low	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	NA	TRM5	292	-0.748	0.350361423584238	1.639	-0.08	0.247	0.007	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	NA	TRM7	111.5	1.947	0.344962984599164	1.635	0.029	2.195	NA	
I2TLE	Low	NA	NA	Low.mRNA	NA	TRM732	179	1.379	0.352006413454176	0.456	0.004	1.01	NA	
I1TLE	Intermediate1	IntProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	TRM8	133.5	2.128	0.407554211464279	3.347	-0.057	5.919	0.01	
I1TLE	Intermediate2	LowProtSyn	LowProtSyn.mRNA	High.mRNA	NA	TRM82	354.5	0.61	0.393080244157762	4.548	-0.082	2.86	0.002	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	Int2.mRNA	TRP1	60.5	-1.568	0.348416144795572	1.737	0.062	3.401	NA	
I1TLE	Intermediate1	NA	NA	Int1.mRNA	Int1.mRNA	TRP2	592.5	0.082	0.409451712866896	3.877	-0.112	9.401	NA	
I1TLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	Int2.mRNA	Int2.mRNA	TRP3	545.5	-0.422	0.391086241286141	1.885	-0.027	7.821	0.031	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	TRP4	109	3.994	0.353022921871801	1.411	0.013	4.211	NA	
HighTLE	Low	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	TRP5	1118.5	0.214	0.453577596113677	5.08	-0.121	0.092	0.256	
HighTLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	TRR1	2484.5	-0.923	0.485215451256918	14.058	0.015	7.673	0.149	
LowTLE	High	NA	NA	Low.mRNA	NA	TRS23	147.5	0.052	0.338303065698707	0.992	-0.141	23.788	NA	
LowTLE	Low	NA	NA	Low.mRNA	NA	TRS31	139	0.39	0.324921470012695	0.922	0.04	1.394	NA	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	TRX1	962	0.244	0.538126694310748	12.182	-0.084	24.426	0.345	
HighTLE	Intermediate2	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	TRX2	2033.5	4.046	0.528918380851215	19.786	0.109	3.787	2.135	
I2TLE	Low	NA	NA	Low.mRNA	NA	TRZ1	77	0.746	0.375288005593344	0.483	0.079	0.65	NA	
HighTLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	TSA1	7794.5	-0.098	0.590989385769554	55.197	0.078	13.603	0.592	
HighTLE	Low	IntProtSyn	HighProtSyn.mRNA	Low.mRNA	NA	TSA2	131.5	11.399	0.458923324143559	0.536	0.76	0.66	0.253	
I2TLE	High	NA	NA	Int2.mRNA	NA	TSC10	109	-0.057	0.365845372948638	1.767	-0.115	45.901	NA	
I1TLE	NA	NA	NA	NA	NA	TSC13	854.5	-1.736	0.412349467983298	NA	NA	NA	NA	
LowTLE	Low	NA	NA	Int1.mRNA	NA	TSC3	147	1.708	0.315461308965147	3.632	-0.077	0.771	NA	
I2TLE	Low	NA	NA	Low.mRNA	NA	TSL1	482	19.405	0.374225548263997	0.351	0.163	0.289	NA	
I1TLE	Low	NA	NA	Int2.mRNA	NA	TSR1	410.5	-0.542	0.404893235578378	1.902	-0.042	1.354	NA	
HighTLE	Intermediate1	IntProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	TSR2	481.5	0.183	0.440015796003284	3.763	0.033	5.646	0.006	
I2TLE	Low	NA	NA	Int2.mRNA	NA	TSR3	106.5	0.102	0.359361762838647	1.356	0.004	0.625	NA	
I2TLE	Intermediate2	NA	NA	Int1.mRNA	NA	TSR4	94	0.709	0.37839029008727	2.311	-0.054	2.309	NA	
HighTLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	Int2.mRNA	TUB1	373	2.408	0.432627890236642	5.611	0.188	2.407	0.067	
HighTLE	Intermediate2	NA	NA	Int1.mRNA	Int2.mRNA	TUB3	282	0.997	0.424045029428432	4.073	-0.026	2.363	NA	
LowTLE	High	LowProtSyn	LowProtSyn.mRNA	Low.mRNA	Low.mRNA	TUB4	254.5	2.921	0.345941680458002	0.522	-0.223	386.334	0.007	
I2TLE	Intermediate1	NA	NA	Int2.mRNA	NA	TVP15	188	2.156	0.355161705802486	1.04	-0.082	7.455	NA	
LowTLE	Intermediate1	NA	NA	Int1.mRNA	NA	TVP18	547.5	-0.933	0.309842806279818	2.648	-0.062	12.669	NA	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	NA	TVP23	78.5	3.545	0.327627666428812	1.381	0.073	2.871	NA	
I2TLE	High	NA	NA	Int2.mRNA	NA	TVP38	234.5	0.256	0.373955960540048	1.198	-0.107	27.74	NA	
I2TLE	Intermediate2	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	Low.mRNA	TWF1	80.5	0.001	0.355100675770021	1.147	-0.079	2.483	0.014	
I2TLE	High	NA	NA	Int2.mRNA	Int1.mRNA	TYR1	169.5	1.556	0.354978877247936	1.336	-0.167	80.105	NA	
HighTLE	High	NA	NA	High.mRNA	Int2.mRNA	TYS1	1705	-3.32	0.458487109797128	11.547	-0.152	32.792	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	NA	TYW1	226.5	-0.43	0.353916007262244	1.895	0.083	2.545	NA	
I1TLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	Int2.mRNA	NA	UBA1	2179	1.669	0.413372207095705	1.421	-0.075	11.293	0.207	
I2TLE	High	NA	NA	Int2.mRNA	Int1.mRNA	UBA2	87.5	-2.369	0.375472806113969	1.508	-0.171	165.453	NA	
LowTLE	High	NA	NA	Low.mRNA	NA	UBA4	259.5	0.209	0.330684679654169	0.67	-0.139	254.842	NA	
I1TLE	High	NA	NA	High.mRNA	High.mRNA	UBC1	263	-1.304	0.380254237914393	4.77	-0.14	24.135	NA	
I2TLE	Intermediate1	HighProtSyn	I2ProtSyn.mRNA	Int1.mRNA	Int2.mRNA	UBC13	360	-0.119	0.366807401013228	3.117	-0.006	7.083	0.037	
HighTLE	Intermediate2	NA	NA	High.mRNA	NA	UBC4	1108.5	-1.347	0.433498561752336	15.596	-0.081	2.491	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	UBC8	60.5	0.297	0.345953502568748	0.518	0.028	3.748	NA	
HighTLE	Low	NA	NA	Int1.mRNA	NA	UBI4	101.5	10.498	0.466367372289339	3.736	0.297	0.559	NA	
I1TLE	Intermediate1	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	Int2.mRNA	UBP1	239.5	3.911	0.394633458113273	1.631	-0.027	7.457	0.008	
I1TLE	Intermediate1	NA	NA	Int1.mRNA	NA	UBP10	326	-0.712	0.384667643428064	2.564	-0.078	13.414	NA	
I2TLE	Low	NA	NA	Low.mRNA	NA	UBP12	126.5	-0.517	0.355878685036163	0.652	0.207	0.805	NA	
I2TLE	Intermediate1	NA	NA	Low.mRNA	NA	UBP15	141	0.991	0.371571882015736	0.582	-0.096	10.849	NA	
I1TLE	Intermediate2	IntProtSyn	I1ProtSyn.mRNA	Low.mRNA	NA	UBP3	448.5	-2.871	0.395520282478334	0.951	0.057	2.388	0.077	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	NA	UBX4	59.5	-0.37	0.359934506225322	1.356	-0.051	1.717	NA	
I1TLE	High	NA	NA	Int2.mRNA	NA	UBX5	106.5	-0.058	0.385880848438841	1.284	-0.18	93.21	NA	
I2TLE	Low	NA	NA	Int1.mRNA	Low.mRNA	UFD1	185	1.672	0.363371529626347	2.915	-0.067	0.704	NA	
I1TLE	High	NA	NA	Low.mRNA	Int1.mRNA	UFD2	193	-1.249	0.382404111044458	0.599	-0.177	31.651	NA	
I2TLE	Intermediate2	NA	NA	Low.mRNA	NA	UFD4	94.5	-0.846	0.351877655669861	0.841	0.048	2.582	NA	
I2TLE	Intermediate1	NA	NA	Low.mRNA	Low.mRNA	UFE1	62	-0.253	0.376690261055753	0.492	-0.037	5.848	NA	
HighTLE	Low	IntProtSyn	HighProtSyn.mRNA	Int2.mRNA	Low.mRNA	UGA1	275.5	11.836	0.447064649132613	1.176	0.11	0.353	0.2	
HighTLE	Intermediate2	NA	NA	Int1.mRNA	NA	UGP1	974	0.378	0.469122174379441	2.92	0.255	1.759	NA	
I1TLE	Low	NA	NA	Int2.mRNA	Low.mRNA	UPF3	97.5	0.439	0.385467169532183	1.602	-0.043	0.934	NA	
I1TLE	Intermediate2	NA	NA	Low.mRNA	NA	UPS2	59.5	2.835	0.386323731335032	0.508	-0.001	2.738	NA	
I1TLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	URA1	3820.5	7.771	0.414984274701196	10.533	0.281	2.375	0.05	
HighTLE	Intermediate1	NA	NA	Int1.mRNA	High.mRNA	URA2	1580	7.524	0.447066501899822	2.582	-0.038	8.491	NA	
I2TLE	Intermediate2	NA	NA	Int1.mRNA	Int2.mRNA	URA4	679.5	6.34	0.369479981623984	4.043	0.145	3.248	NA	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	URA5	932.5	-2.872	0.4336488704644	9.106	-0.108	30.98	0.033	
HighTLE	NA	HighProtSyn	I2ProtSyn.mRNA	NA	Int2.mRNA	URA6	358.5	0.954	0.432274391257932	NA	NA	NA	0.041	
HighTLE	NA	HighProtSyn	I1ProtSyn.mRNA	NA	High.mRNA	URA7	1619.5	-0.53	0.448830479906805	NA	NA	NA	0.066	
I2TLE	Low	NA	NA	Int2.mRNA	NA	URB1	237	0.261	0.362961719172185	1.085	-0.091	0.903	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	NA	URB2	131	-0.336	0.347690754622398	0.696	0.134	2.035	NA	
LowTLE	Intermediate1	NA	NA	Int1.mRNA	Int1.mRNA	URE2	254.5	-0.908	0.336548858258556	2.873	-0.033	8.908	NA	
I2TLE	Intermediate1	NA	NA	Low.mRNA	NA	URH1	89	-1.361	0.350614415442946	0.881	-0.056	7.714	NA	
I1TLE	Low	NA	NA	Int1.mRNA	NA	URM1	234	1.216	0.413812798881493	3.093	-0.035	0.257	NA	
I2TLE	High	NA	NA	Low.mRNA	NA	USE1	85.5	-2.366	0.359238101172999	0.516	-0.241	391.549	NA	
I1TLE	High	IntProtSyn	LowProtSyn.mRNA	Low.mRNA	Low.mRNA	USO1	252	0.851	0.393125073589862	0.792	-0.154	153.503	0.014	
I1TLE	Intermediate1	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	NA	UTP10	507	2.135	0.381274326515611	1.842	-0.087	13.459	0.005	
I2TLE	High	LowProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	UTP13	426	-1.466	0.37475250252784	2.484	-0.079	18.242	0.01	
HighTLE	Low	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	NA	UTP14	194.5	0.016	0.442437241054248	3.109	-0.063	0.945	0.027	
I2TLE	Low	NA	NA	Int1.mRNA	NA	UTP15	158	2.249	0.353832418352342	2.663	-0.052	0.988	NA	
I2TLE	Intermediate2	NA	NA	Int1.mRNA	NA	UTP18	294.5	-0.09	0.366550761715588	2.316	-0.079	4.171	NA	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	NA	UTP20	269	0.764	0.347920150519453	1.629	-0.071	11.66	NA	
I2TLE	Intermediate1	NA	NA	Int2.mRNA	NA	UTP21	279	5.756	0.378042568399384	1.298	-0.113	9.749	NA	
I1TLE	Intermediate2	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	NA	UTP22	425	0.241	0.391819260913794	1.032	0.067	2.378	0.008	
I1TLE	Intermediate1	NA	NA	Int2.mRNA	NA	UTP25	158.5	-2.188	0.387886713462451	1.654	-0.039	5.883	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	NA	UTP30	104	-2.536	0.370243802192972	1.779	0.079	3.224	NA	
I1TLE	Low	NA	NA	Int2.mRNA	NA	UTP4	211	-1.09	0.387323030451527	1.764	0.046	1.377	NA	
I1TLE	Intermediate1	NA	NA	Int1.mRNA	NA	UTP5	407.5	-0.89	0.397647879298321	2.465	-0.069	6.539	NA	
I1TLE	Intermediate2	NA	NA	Int1.mRNA	NA	UTP6	280	-0.33	0.392080349788361	2.815	0.152	3.6	NA	
I2TLE	Intermediate2	LowProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	UTP8	723.5	-1.637	0.370562007288584	2.185	0.018	4.429	0.004	
I1TLE	Intermediate2	LowProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	UTP9	350	-0.323	0.392717702345985	4.088	0.032	2.143	0.004	
LowTLE	High	NA	NA	Int2.mRNA	Int1.mRNA	UTR1	77	-0.137	0.340159213002496	1.351	-0.155	100.253	NA	
I2TLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	UTR2	684	-1.464	0.379360099664615	14.123	0.056	2.154	0.05	
I2TLE	High	NA	NA	Int1.mRNA	Int2.mRNA	UTR4	93.5	0.413	0.35649465086193	2.103	-0.134	237.057	NA	
I2TLE	Low	NA	NA	Low.mRNA	NA	VAC14	80	-1.874	0.350004713306073	0.258	0.025	1.017	NA	
I1TLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	Int1.mRNA	Int1.mRNA	VAC8	512	-0.053	0.386150888117518	2.867	-0.114	1.762	0.101	
LowTLE	High	NA	NA	Low.mRNA	NA	VAM7	116.5	-1.923	0.310085138067048	0.299	-0.347	206.98	NA	
I2TLE	High	NA	NA	Int2.mRNA	Low.mRNA	VAN1	106.5	-0.585	0.371937501373139	1.713	-0.165	211.899	NA	
LowTLE	Low	IntProtSyn	I1ProtSyn.mRNA	Int2.mRNA	NA	VBA4	348.5	-0.274	0.319389733703674	1.368	-0.091	1.189	0.101	
I2TLE	Low	NA	NA	Int1.mRNA	Int2.mRNA	VCX1	249	2.82	0.366282569538042	2.783	-0.06	1.098	NA	
LowTLE	High	NA	NA	Low.mRNA	NA	VFA1	233	0.686	0.338847146697525	0.067	-0.504	68.901	NA	
I2TLE	Intermediate2	NA	NA	Low.mRNA	NA	VHS1	123	0.042	0.370894665382499	0.857	0.091	1.804	NA	
LowTLE	High	NA	NA	Int2.mRNA	NA	VHS2	100	-2.01	0.337701378049031	1.037	-0.124	326.055	NA	
I2TLE	Low	NA	NA	Int2.mRNA	NA	VHT1	146	2.761	0.361173221552629	1.312	0.056	0.723	NA	
I2TLE	Intermediate2	NA	NA	Low.mRNA	NA	VID22	79.5	-2.928	0.353627297438296	0.284	-0.119	2.024	NA	
LowTLE	Intermediate1	NA	NA	Low.mRNA	Int1.mRNA	VID24	365.5	2.521	0.348097588062354	0.833	-0.048	4.663	NA	
I2TLE	Intermediate2	NA	NA	Low.mRNA	NA	VID27	201	-1.123	0.378666185180934	0.721	0.044	2.14	NA	
I2TLE	Low	NA	NA	Low.mRNA	NA	VIP1	481	-0.079	0.372406830265949	0.688	-0.006	1.162	NA	
HighTLE	Intermediate1	HighProtSyn	I2ProtSyn.mRNA	Int2.mRNA	High.mRNA	VMA10	1835	-1.21	0.547451359438076	1.593	-0.077	9.235	0.018	
I1TLE	Intermediate2	NA	NA	High.mRNA	NA	VMA13	1510.5	-2.399	0.411235589755522	6.488	-0.105	3.402	NA	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	NA	VMA2	1868	-2.144	0.488105376993237	13.464	-0.102	34.358	0.098	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	VMA4	2118.5	-1.082	0.484480790573267	16.98	-0.122	102.362	0.214	
HighTLE	Intermediate2	NA	NA	High.mRNA	Int2.mRNA	VMA5	949.5	-1.669	0.441285767831387	7.263	-0.115	3.947	NA	
I1TLE	High	IntProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	VMA6	901	-2.914	0.41671422426447	5.259	-0.162	28.705	0.012	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	VMA7	1427.5	-2.44	0.464187510077227	7.84	-0.108	40.804	0.091	
HighTLE	High	NA	NA	High.mRNA	Int2.mRNA	VMA8	978	-3.049	0.476231900515139	6.104	-0.13	79.844	NA	
I2TLE	Intermediate1	NA	NA	Low.mRNA	NA	VMS1	92	-1.446	0.370230686780696	0.889	-0.059	6.166	NA	
I1TLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	VOA1	1078.5	-0.446	0.407854777919785	6.069	-0.158	39.291	0.017	
HighTLE	Intermediate1	NA	NA	Int1.mRNA	High.mRNA	VPH1	2372.5	-1.364	0.444024304020678	2.545	0.035	4.974	NA	
HighTLE	Intermediate2	HighProtSyn	HighProtSyn.mRNA	Low.mRNA	NA	VPS1	647.5	1.075	0.4357604598574	0.938	-0.07	3.136	0.221	
I1TLE	Intermediate1	NA	NA	Low.mRNA	NA	VPS13	153.5	0.284	0.381344886150435	0.287	-0.194	8.396	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	VPS17	124	2.24	0.340386651933744	0.902	0.001	2.684	NA	
I1TLE	High	NA	NA	Int1.mRNA	Int2.mRNA	VPS21	811	-1.771	0.385528406618942	2.978	-0.091	19.768	NA	
I2TLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	Int2.mRNA	NA	VPS24	165	1.775	0.362396719068001	1.04	-0.133	10.399	0.016	
I2TLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	Int2.mRNA	Low.mRNA	VPS27	73	-0.55	0.35290144881953	1.085	-0.107	13.21	0.027	
LowTLE	Low	NA	NA	Low.mRNA	Low.mRNA	VPS34	92	-0.627	0.346820124897413	0.189	0.001	0.202	NA	
LowTLE	High	NA	NA	Low.mRNA	Low.mRNA	VPS35	261	-1.513	0.342529543976777	0.509	-0.229	429.988	NA	
I1TLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	Int2.mRNA	Int2.mRNA	VPS4	204.5	1.005	0.390996730716123	1.787	-0.04	5.956	0.023	
I2TLE	High	NA	NA	Low.mRNA	Low.mRNA	VPS5	84	-2.756	0.362603628901985	0.819	-0.119	114.013	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	NA	VPS53	73	-1.69	0.342054476305999	0.752	0.009	1.913	NA	
LowTLE	Low	NA	NA	Low.mRNA	NA	VPS54	74.5	-2.882	0.330743105977745	0.378	-0.029	1.522	NA	
LowTLE	Intermediate2	NA	NA	Int1.mRNA	NA	VPS55	139	0.888	0.338948851429366	3.85	0.014	3.036	NA	
I1TLE	High	NA	NA	Int2.mRNA	NA	VPS60	136	2.165	0.386527187825891	1.34	-0.134	192.111	NA	
LowTLE	High	NA	NA	Int1.mRNA	NA	VPS68	132.5	2.85	0.327604442293647	3.347	-0.141	78.899	NA	
I1TLE	Intermediate2	IntProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	VPS74	234.5	-0.497	0.412031202234655	3.474	-0.099	2.746	0.004	
I1TLE	High	NA	NA	Low.mRNA	NA	VPS75	97	0.293	0.400294624568187	0.815	-0.215	79.787	NA	
I2TLE	Low	NA	NA	Int2.mRNA	NA	VPS9	87	-0.089	0.355355102516294	1.156	-0.006	0.224	NA	
HighTLE	Intermediate1	NA	NA	High.mRNA	NA	VRG4	2103	-2.063	0.446473139354647	4.933	-0.016	9.103	NA	
LowTLE	Low	NA	NA	Low.mRNA	NA	VRP1	121.5	2.375	0.3118972434849	0.574	0.088	0.92	NA	
LowTLE	Intermediate1	LowProtSyn	LowProtSyn.mRNA	Low.mRNA	NA	VTA1	85.5	-1.042	0.340370770346783	0.726	-0.041	6.496	0.003	
LowTLE	Intermediate2	NA	NA	High.mRNA	NA	VTC1	1651	3.196	0.347662960114662	16.783	0.036	4.407	NA	
I1TLE	Intermediate2	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	NA	VTC2	281.5	1.613	0.409207914809372	2.05	-0.054	1.99	0.023	
I2TLE	Low	NA	NA	Int2.mRNA	NA	VTS1	195	0.736	0.357094622479294	1.127	0.073	1.069	NA	
I2TLE	Low	NA	NA	High.mRNA	Int1.mRNA	WBP1	760	-0.538	0.379818429547465	4.747	-0.082	0.716	NA	
I2TLE	Low	NA	NA	Int2.mRNA	NA	WHI2	70	-0.327	0.352977006792013	1.809	-0.139	1.508	NA	
LowTLE	High	NA	NA	Low.mRNA	Low.mRNA	WHI3	318	-2.027	0.342387885873778	0.651	-0.11	57.161	NA	
LowTLE	High	NA	NA	Low.mRNA	Low.mRNA	WHI4	125	0.324	0.321492215382586	0.655	-0.133	33.174	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	NA	WHI5	62.5	-3.525	0.278785711326976	0.401	0.012	1.785	NA	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	WRS1	943.5	-1.576	0.446911883619713	6.807	-0.135	65.112	0.046	
LowTLE	Low	NA	NA	Int2.mRNA	Int2.mRNA	WSC2	165.5	2.407	0.334040346044884	1.225	0.3	0.686	NA	
HighTLE	Intermediate2	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	NA	WTM1	575	7.735	0.433207906166101	2.821	0.204	2.176	0.265	
I1TLE	Intermediate1	NA	NA	Int2.mRNA	Low.mRNA	WTM2	61.5	-0.72	0.380392814314701	1.789	0.007	4.947	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	XDJ1	66.5	-0.161	0.371426030883661	1.425	-0.073	2.026	NA	
LowTLE	Low	NA	NA	Low.mRNA	Low.mRNA	YAE1	86.5	-0.311	0.328838752018652	0.63	0.165	1.201	NA	
I2TLE	High	LowProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	YAH1	189.5	2.718	0.354610400740638	2.973	-0.104	25.967	0.007	
I2TLE	Low	LowProtSyn	LowProtSyn.mRNA	Int1.mRNA	Int1.mRNA	YAP1	69	-2.867	0.354960113842684	2.599	-0.077	0.015	0.005	
I2TLE	High	NA	NA	Int2.mRNA	Low.mRNA	YAP1802	190.5	-0.7	0.373868921976375	1.217	-0.113	110.908	NA	
LowTLE	Intermediate1	LowProtSyn	LowProtSyn.mRNA	Low.mRNA	Low.mRNA	YAP3	70.5	-1.961	0.348302762355921	0.767	-0.1	8.272	0.012	
LowTLE	NA	NA	NA	NA	NA	YAR028W	129.5	0.311	0.332402502181239	NA	NA	NA	NA	
I1TLE	Intermediate1	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	YAR1	467.5	-1.153	0.392855850910127	5.281	-0.1	10.302	0.036	
HighTLE	Intermediate2	NA	NA	High.mRNA	NA	YBL028C	660.5	-0.696	0.458249707734943	6.216	-0.077	2.244	NA	
LowTLE	Intermediate1	NA	NA	Low.mRNA	NA	YBL029C-A	135.5	0.678	0.281348537252002	0.575	-0.102	6.341	NA	
HighTLE	Intermediate2	NA	NA	Int1.mRNA	NA	YBL036C	261.5	0.652	0.449760879318119	2.863	-0.099	3.3	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	NA	YBP1	101.5	-1.223	0.336807576350425	0.469	0.071	1.744	NA	
I1TLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	NA	YBR085C-A	593	4.339	0.395648260018363	9.131	0.161	1.847	0.082	
LowTLE	NA	NA	NA	NA	NA	YBR090C	797	1.192	0.321350133941303	NA	NA	NA	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	NA	YBR241C	101.5	0.024	0.347594966605239	0.176	-0.24	4.59	NA	
I2TLE	Intermediate1	NA	NA	Int2.mRNA	NA	YBR242W	77	2.003	0.365885887167227	1.414	-0.07	11.074	NA	
I1TLE	Low	LowProtSyn	LowProtSyn.mRNA	Low.mRNA	Int1.mRNA	YBT1	327	1.342	0.39013634742286	0.208	0.076	0.888	0.005	
I2TLE	Low	NA	NA	Int2.mRNA	Int1.mRNA	YCF1	215.5	-0.23	0.371240341939396	1.156	-0.017	1.166	NA	
LowTLE	Low	NA	NA	Low.mRNA	NA	YCH1	139.5	0.551	0.27592490279864	0.709	0.006	1.302	NA	
I1TLE	Intermediate2	NA	NA	Int2.mRNA	Int2.mRNA	YCK1	311.5	0.306	0.393010626787001	1.622	-0.006	4.307	NA	
I1TLE	NA	IntProtSyn	LowProtSyn.mRNA	NA	Int2.mRNA	YCK2	337.5	-0.606	0.383100275045232	NA	NA	NA	0.013	
LowTLE	Low	NA	NA	Low.mRNA	NA	YCK3	101	-2.589	0.33837123350099	0.834	-0.093	1.085	NA	
I1TLE	Low	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	Int2.mRNA	YCP4	603.5	2.834	0.409932171662219	3.264	-0.049	0.531	0.167	
I1TLE	Low	NA	NA	Int1.mRNA	NA	YCR016W	163.5	1.031	0.393368667659583	3.564	-0.101	1.288	NA	
NA	NA	NA	NA	NA	NA	YCR018C-A	744	12.536	NA	NA	NA	NA	NA	
LowTLE	Low	NA	NA	Int1.mRNA	NA	YCR043C	332	-1.331	0.334207844178946	2.821	-0.111	1.204	NA	
I1TLE	Low	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	NA	YCR051W	106.5	0.775	0.410719706144576	5.074	-0.122	0.565	0.045	
I1TLE	High	NA	NA	NA	NA	YCR087C-A	92	0.212	0.381075858635304	NA	NA	132.112	NA	
I2TLE	Intermediate2	NA	NA	Int1.mRNA	NA	YCR090C	125.5	1.452	0.361727180281289	2.267	-0.063	3.563	NA	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	YDJ1	4196.5	-0.561	0.472141123489658	19.657	-0.052	21.043	0.307	
LowTLE	Intermediate1	IntProtSyn	LowProtSyn.mRNA	Int1.mRNA	NA	YDL012C	59.5	-2.26	0.322640525464102	2.354	0.004	4.898	0.006	
HighTLE	Intermediate2	NA	NA	Int2.mRNA	NA	YDL085C-A	258.5	-0.643	0.512816095664836	1.3	0.026	2.866	NA	
I2TLE	Intermediate1	NA	NA	Int1.mRNA	NA	YDL121C	409.5	-0.767	0.378850760335284	2.903	-0.112	4.612	NA	
